instant,dates,season,years,months,hours,holiday,day_a_week,weathersit,temp,atemp,hum,windspeed,casual,registered,total,days_category,hum_category
8253,2011-12-15,Fall,2011,Dec,12,Not,Thur,Misty,0.46,0.4545,0.59,0.4925,17,140,157,Weekday,Ideal
8254,2011-12-15,Fall,2011,Dec,13,Not,Thur,Misty,0.5,0.4848,0.55,0.3582,14,150,164,Weekday,Ideal
8255,2011-12-15,Fall,2011,Dec,14,Not,Thur,Misty,0.52,0.5,0.52,0.3284,8,124,132,Weekday,Ideal
8256,2011-12-15,Fall,2011,Dec,15,Not,Thur,Light_Rain,0.52,0.5,0.55,0.2239,6,76,82,Weekday,Ideal
8257,2011-12-15,Fall,2011,Dec,16,Not,Thur,Light_Rain,0.46,0.4545,0.72,0.1642,7,124,131,Weekday,Too Moist
8258,2011-12-15,Fall,2011,Dec,17,Not,Thur,Misty,0.52,0.5,0.59,0.2836,14,310,324,Weekday,Ideal
8259,2011-12-15,Fall,2011,Dec,18,Not,Thur,Misty,0.52,0.5,0.59,0.2985,14,363,377,Weekday,Ideal
8260,2011-12-15,Fall,2011,Dec,19,Not,Thur,Misty,0.52,0.5,0.59,0.2836,13,274,287,Weekday,Ideal
8261,2011-12-15,Fall,2011,Dec,20,Not,Thur,Clear,0.52,0.5,0.59,0.3284,12,209,221,Weekday,Ideal
8262,2011-12-15,Fall,2011,Dec,21,Not,Thur,Clear,0.5,0.4848,0.63,0.2985,10,145,155,Weekday,Ideal
8263,2011-12-15,Fall,2011,Dec,22,Not,Thur,Clear,0.52,0.5,0.63,0.3284,8,116,124,Weekday,Ideal
8264,2011-12-15,Fall,2011,Dec,23,Not,Thur,Clear,0.52,0.5,0.63,0.3284,10,104,114,Weekday,Ideal
8265,2011-12-16,Fall,2011,Dec,0,Not,Fri,Clear,0.5,0.4848,0.72,0.3284,12,60,72,Weekday,Too Moist
8266,2011-12-16,Fall,2011,Dec,1,Not,Fri,Clear,0.5,0.4848,0.72,0.2239,3,28,31,Weekday,Too Moist
8267,2011-12-16,Fall,2011,Dec,2,Not,Fri,Clear,0.48,0.4697,0.77,0.1045,0,23,23,Weekday,Too Moist
8268,2011-12-16,Fall,2011,Dec,3,Not,Fri,Clear,0.46,0.4545,0.82,0.1343,2,3,5,Weekday,Too Moist
8269,2011-12-16,Fall,2011,Dec,4,Not,Fri,Misty,0.5,0.4848,0.59,0.194,1,4,5,Weekday,Ideal
8270,2011-12-16,Fall,2011,Dec,5,Not,Fri,Clear,0.48,0.4697,0.44,0.3881,0,26,26,Weekday,Too Dry
8271,2011-12-16,Fall,2011,Dec,6,Not,Fri,Misty,0.44,0.4394,0.33,0.2985,2,80,82,Weekday,Too Dry
8272,2011-12-16,Fall,2011,Dec,7,Not,Fri,Misty,0.38,0.3939,0.46,0.2985,5,226,231,Weekday,Ideal
8273,2011-12-16,Fall,2011,Dec,8,Not,Fri,Clear,0.36,0.3333,0.46,0.4179,10,449,459,Weekday,Ideal
8274,2011-12-16,Fall,2011,Dec,9,Not,Fri,Clear,0.36,0.3333,0.46,0.3881,8,235,243,Weekday,Ideal
8275,2011-12-16,Fall,2011,Dec,10,Not,Fri,Clear,0.34,0.303,0.46,0.2985,10,122,132,Weekday,Ideal
8276,2011-12-16,Fall,2011,Dec,11,Not,Fri,Misty,0.34,0.303,0.42,0.2985,9,135,144,Weekday,Too Dry
8277,2011-12-16,Fall,2011,Dec,12,Not,Fri,Misty,0.34,0.303,0.42,0.3582,10,163,173,Weekday,Too Dry
8278,2011-12-16,Fall,2011,Dec,13,Not,Fri,Misty,0.34,0.303,0.39,0.3582,12,125,137,Weekday,Too Dry
8279,2011-12-16,Fall,2011,Dec,14,Not,Fri,Misty,0.34,0.3182,0.42,0.2239,13,115,128,Weekday,Too Dry
8280,2011-12-16,Fall,2011,Dec,15,Not,Fri,Misty,0.32,0.303,0.45,0.2985,12,141,153,Weekday,Ideal
8281,2011-12-16,Fall,2011,Dec,16,Not,Fri,Misty,0.32,0.303,0.45,0.2239,12,212,224,Weekday,Ideal
8282,2011-12-16,Fall,2011,Dec,17,Not,Fri,Misty,0.32,0.303,0.45,0.2836,13,352,365,Weekday,Ideal
8283,2011-12-16,Fall,2011,Dec,18,Not,Fri,Misty,0.32,0.303,0.45,0.2537,10,285,295,Weekday,Ideal
8284,2011-12-16,Fall,2011,Dec,19,Not,Fri,Misty,0.32,0.303,0.45,0.2239,11,203,214,Weekday,Ideal
8285,2011-12-16,Fall,2011,Dec,20,Not,Fri,Misty,0.32,0.3182,0.45,0.194,6,146,152,Weekday,Ideal
8286,2011-12-16,Fall,2011,Dec,21,Not,Fri,Misty,0.32,0.3182,0.45,0.1642,7,95,102,Weekday,Ideal
8287,2011-12-16,Fall,2011,Dec,22,Not,Fri,Misty,0.3,0.303,0.49,0.1642,6,100,106,Weekday,Ideal
8288,2011-12-16,Fall,2011,Dec,23,Not,Fri,Misty,0.3,0.303,0.49,0.1343,4,71,75,Weekday,Ideal
8289,2011-12-17,Fall,2011,Dec,0,Not,Sat,Clear,0.3,0.2879,0.49,0.2836,3,59,62,Weekend,Ideal
8290,2011-12-17,Fall,2011,Dec,1,Not,Sat,Misty,0.3,0.2879,0.52,0.2537,4,39,43,Weekend,Ideal
8291,2011-12-17,Fall,2011,Dec,2,Not,Sat,Misty,0.28,0.2727,0.56,0.2239,11,47,58,Weekend,Ideal
8292,2011-12-17,Fall,2011,Dec,3,Not,Sat,Clear,0.26,0.2576,0.6,0.194,4,22,26,Weekend,Ideal
8293,2011-12-17,Fall,2011,Dec,4,Not,Sat,Clear,0.24,0.2424,0.65,0.1642,0,9,9,Weekend,Too Moist
8294,2011-12-17,Fall,2011,Dec,5,Not,Sat,Misty,0.26,0.2576,0.6,0.194,2,7,9,Weekend,Ideal
8295,2011-12-17,Fall,2011,Dec,6,Not,Sat,Misty,0.26,0.2424,0.56,0.2836,0,17,17,Weekend,Ideal
8296,2011-12-17,Fall,2011,Dec,7,Not,Sat,Misty,0.26,0.2576,0.56,0.2239,0,20,20,Weekend,Ideal
8297,2011-12-17,Fall,2011,Dec,8,Not,Sat,Misty,0.26,0.2576,0.56,0.2239,4,55,59,Weekend,Ideal
8298,2011-12-17,Fall,2011,Dec,9,Not,Sat,Misty,0.26,0.2424,0.56,0.2537,5,95,100,Weekend,Ideal
8299,2011-12-17,Fall,2011,Dec,10,Not,Sat,Misty,0.26,0.2424,0.52,0.2836,10,171,181,Weekend,Ideal
8300,2011-12-17,Fall,2011,Dec,11,Not,Sat,Misty,0.28,0.2576,0.45,0.3284,21,188,209,Weekend,Ideal
8301,2011-12-17,Fall,2011,Dec,12,Not,Sat,Misty,0.28,0.2576,0.45,0.2836,28,216,244,Weekend,Ideal
8302,2011-12-17,Fall,2011,Dec,13,Not,Sat,Misty,0.28,0.2727,0.48,0.2537,32,204,236,Weekend,Ideal
8303,2011-12-17,Fall,2011,Dec,14,Not,Sat,Clear,0.28,0.2576,0.45,0.3582,30,207,237,Weekend,Ideal
8304,2011-12-17,Fall,2011,Dec,15,Not,Sat,Clear,0.28,0.2576,0.45,0.2836,33,195,228,Weekend,Ideal
8305,2011-12-17,Fall,2011,Dec,16,Not,Sat,Clear,0.28,0.2727,0.45,0.2239,30,192,222,Weekend,Ideal
8306,2011-12-17,Fall,2011,Dec,17,Not,Sat,Clear,0.26,0.2576,0.48,0.2239,12,153,165,Weekend,Ideal
8307,2011-12-17,Fall,2011,Dec,18,Not,Sat,Clear,0.26,0.2273,0.48,0.3881,7,150,157,Weekend,Ideal
8308,2011-12-17,Fall,2011,Dec,19,Not,Sat,Light_Rain,0.24,0.2121,0.65,0.3284,11,95,106,Weekend,Too Moist
8309,2011-12-17,Fall,2011,Dec,20,Not,Sat,Clear,0.22,0.2121,0.69,0.2537,7,99,106,Weekend,Too Moist
8310,2011-12-17,Fall,2011,Dec,21,Not,Sat,Clear,0.2,0.2121,0.75,0.1642,8,88,96,Weekend,Too Moist
8311,2011-12-17,Fall,2011,Dec,22,Not,Sat,Clear,0.2,0.2121,0.75,0.1642,7,73,80,Weekend,Too Moist
8312,2011-12-17,Fall,2011,Dec,23,Not,Sat,Clear,0.2,0.2273,0.75,0.0,6,63,69,Weekend,Too Moist
8313,2011-12-18,Fall,2011,Dec,0,Not,Sun,Clear,0.2,0.2121,0.75,0.1343,7,64,71,Weekend,Too Moist
8314,2011-12-18,Fall,2011,Dec,1,Not,Sun,Clear,0.2,0.2273,0.69,0.1045,3,43,46,Weekend,Too Moist
8315,2011-12-18,Fall,2011,Dec,2,Not,Sun,Clear,0.22,0.2424,0.55,0.1045,2,39,41,Weekend,Ideal
8316,2011-12-18,Fall,2011,Dec,3,Not,Sun,Clear,0.22,0.2121,0.55,0.2239,2,16,18,Weekend,Ideal
8317,2011-12-18,Fall,2011,Dec,4,Not,Sun,Clear,0.22,0.2121,0.55,0.2239,0,1,1,Weekend,Ideal
8318,2011-12-18,Fall,2011,Dec,5,Not,Sun,Clear,0.2,0.2273,0.59,0.1045,1,4,5,Weekend,Ideal
8319,2011-12-18,Fall,2011,Dec,6,Not,Sun,Clear,0.2,0.2121,0.59,0.1343,0,3,3,Weekend,Ideal
8320,2011-12-18,Fall,2011,Dec,7,Not,Sun,Clear,0.2,0.2121,0.59,0.1642,1,11,12,Weekend,Ideal
8321,2011-12-18,Fall,2011,Dec,8,Not,Sun,Clear,0.2,0.2576,0.69,0.0,1,31,32,Weekend,Too Moist
8322,2011-12-18,Fall,2011,Dec,9,Not,Sun,Clear,0.22,0.2273,0.64,0.1642,6,75,81,Weekend,Ideal
8323,2011-12-18,Fall,2011,Dec,10,Not,Sun,Clear,0.24,0.2273,0.6,0.2537,7,122,129,Weekend,Ideal
8324,2011-12-18,Fall,2011,Dec,11,Not,Sun,Misty,0.24,0.2273,0.6,0.2239,20,168,188,Weekend,Ideal
8325,2011-12-18,Fall,2011,Dec,12,Not,Sun,Clear,0.26,0.2576,0.6,0.2239,26,202,228,Weekend,Ideal
8326,2011-12-18,Fall,2011,Dec,13,Not,Sun,Clear,0.3,0.2727,0.49,0.2985,18,210,228,Weekend,Ideal
8327,2011-12-18,Fall,2011,Dec,14,Not,Sun,Clear,0.3,0.2879,0.49,0.2836,19,200,219,Weekend,Ideal
8328,2011-12-18,Fall,2011,Dec,15,Not,Sun,Clear,0.32,0.303,0.45,0.2836,23,184,207,Weekend,Ideal
8329,2011-12-18,Fall,2011,Dec,16,Not,Sun,Clear,0.28,0.2727,0.48,0.2537,27,207,234,Weekend,Ideal
8330,2011-12-18,Fall,2011,Dec,17,Not,Sun,Clear,0.28,0.2727,0.46,0.1642,10,126,136,Weekend,Ideal
8331,2011-12-18,Fall,2011,Dec,18,Not,Sun,Clear,0.28,0.2727,0.45,0.194,15,123,138,Weekend,Ideal
8332,2011-12-18,Fall,2011,Dec,19,Not,Sun,Clear,0.26,0.2727,0.52,0.1343,5,130,135,Weekend,Ideal
8333,2011-12-18,Fall,2011,Dec,20,Not,Sun,Clear,0.24,0.2576,0.6,0.1045,10,94,104,Weekend,Ideal
8334,2011-12-18,Fall,2011,Dec,21,Not,Sun,Clear,0.22,0.2727,0.64,0.0,9,80,89,Weekend,Ideal
8335,2011-12-18,Fall,2011,Dec,22,Not,Sun,Clear,0.22,0.2273,0.75,0.194,2,47,49,Weekend,Too Moist
8336,2011-12-18,Fall,2011,Dec,23,Not,Sun,Clear,0.2,0.2273,0.75,0.1045,6,31,37,Weekend,Too Moist
8337,2011-12-19,Fall,2011,Dec,0,Not,Mon,Clear,0.2,0.2273,0.75,0.0896,3,14,17,Weekday,Too Moist
8338,2011-12-19,Fall,2011,Dec,1,Not,Mon,Clear,0.18,0.2121,0.8,0.0896,3,8,11,Weekday,Too Moist
8339,2011-12-19,Fall,2011,Dec,2,Not,Mon,Clear,0.18,0.2121,0.8,0.0896,0,3,3,Weekday,Too Moist
8340,2011-12-19,Fall,2011,Dec,3,Not,Mon,Clear,0.16,0.197,0.86,0.0896,0,3,3,Weekday,Too Moist
8341,2011-12-19,Fall,2011,Dec,4,Not,Mon,Clear,0.16,0.1818,0.86,0.1343,0,4,4,Weekday,Too Moist
8342,2011-12-19,Fall,2011,Dec,5,Not,Mon,Clear,0.14,0.1667,0.93,0.1045,0,21,21,Weekday,Too Moist
8343,2011-12-19,Fall,2011,Dec,6,Not,Mon,Clear,0.16,0.1818,0.86,0.1045,0,68,68,Weekday,Too Moist
8344,2011-12-19,Fall,2011,Dec,7,Not,Mon,Clear,0.18,0.2121,0.74,0.1045,4,187,191,Weekday,Too Moist
8345,2011-12-19,Fall,2011,Dec,8,Not,Mon,Clear,0.2,0.197,0.75,0.194,8,389,397,Weekday,Too Moist
8346,2011-12-19,Fall,2011,Dec,9,Not,Mon,Clear,0.22,0.2121,0.69,0.2239,17,166,183,Weekday,Too Moist
8347,2011-12-19,Fall,2011,Dec,10,Not,Mon,Clear,0.24,0.2273,0.67,0.194,12,96,108,Weekday,Too Moist
8348,2011-12-19,Fall,2011,Dec,11,Not,Mon,Clear,0.26,0.2424,0.65,0.2537,22,105,127,Weekday,Too Moist
8349,2011-12-19,Fall,2011,Dec,12,Not,Mon,Clear,0.3,0.2727,0.61,0.3284,13,128,141,Weekday,Ideal
8350,2011-12-19,Fall,2011,Dec,13,Not,Mon,Clear,0.34,0.303,0.49,0.3284,15,127,142,Weekday,Ideal
8351,2011-12-19,Fall,2011,Dec,14,Not,Mon,Clear,0.36,0.3485,0.46,0.2239,30,107,137,Weekday,Ideal
8352,2011-12-19,Fall,2011,Dec,15,Not,Mon,Clear,0.38,0.3939,0.46,0.1642,24,135,159,Weekday,Ideal
8353,2011-12-19,Fall,2011,Dec,16,Not,Mon,Clear,0.4,0.4091,0.4,0.2537,19,189,208,Weekday,Too Dry
8354,2011-12-19,Fall,2011,Dec,17,Not,Mon,Clear,0.38,0.3939,0.46,0.194,16,362,378,Weekday,Ideal
8355,2011-12-19,Fall,2011,Dec,18,Not,Mon,Clear,0.36,0.3485,0.5,0.194,11,343,354,Weekday,Ideal
8356,2011-12-19,Fall,2011,Dec,19,Not,Mon,Misty,0.36,0.3485,0.53,0.1642,17,234,251,Weekday,Ideal
8357,2011-12-19,Fall,2011,Dec,20,Not,Mon,Clear,0.4,0.4091,0.4,0.1642,9,197,206,Weekday,Too Dry
8358,2011-12-19,Fall,2011,Dec,21,Not,Mon,Misty,0.36,0.3485,0.53,0.1343,15,112,127,Weekday,Ideal
8359,2011-12-19,Fall,2011,Dec,22,Not,Mon,Misty,0.36,0.3485,0.57,0.1642,12,95,107,Weekday,Ideal
8360,2011-12-19,Fall,2011,Dec,23,Not,Mon,Clear,0.36,0.3485,0.53,0.1642,10,50,60,Weekday,Ideal
8361,2011-12-20,Fall,2011,Dec,0,Not,Tue,Clear,0.36,0.3636,0.57,0.1045,0,21,21,Weekday,Ideal
8362,2011-12-20,Fall,2011,Dec,1,Not,Tue,Clear,0.36,0.3788,0.53,0.0,0,6,6,Weekday,Ideal
8363,2011-12-20,Fall,2011,Dec,2,Not,Tue,Misty,0.34,0.3636,0.61,0.0,1,10,11,Weekday,Ideal
8364,2011-12-20,Fall,2011,Dec,3,Not,Tue,Misty,0.34,0.3636,0.61,0.0,1,1,2,Weekday,Ideal
8365,2011-12-20,Fall,2011,Dec,4,Not,Tue,Misty,0.36,0.3636,0.53,0.1045,0,4,4,Weekday,Ideal
8366,2011-12-20,Fall,2011,Dec,5,Not,Tue,Misty,0.36,0.3788,0.57,0.0,0,15,15,Weekday,Ideal
8367,2011-12-20,Fall,2011,Dec,6,Not,Tue,Misty,0.36,0.3788,0.57,0.0,1,71,72,Weekday,Ideal
8368,2011-12-20,Fall,2011,Dec,7,Not,Tue,Misty,0.36,0.3788,0.62,0.0,7,261,268,Weekday,Ideal
8369,2011-12-20,Fall,2011,Dec,8,Not,Tue,Misty,0.42,0.4242,0.54,0.0896,10,422,432,Weekday,Ideal
8370,2011-12-20,Fall,2011,Dec,9,Not,Tue,Misty,0.36,0.3788,0.66,0.0,14,245,259,Weekday,Too Moist
8371,2011-12-20,Fall,2011,Dec,10,Not,Tue,Misty,0.42,0.4242,0.58,0.194,20,109,129,Weekday,Ideal
8372,2011-12-20,Fall,2011,Dec,11,Not,Tue,Misty,0.4,0.4091,0.62,0.1642,13,116,129,Weekday,Ideal
8373,2011-12-20,Fall,2011,Dec,12,Not,Tue,Misty,0.44,0.4394,0.54,0.1343,16,159,175,Weekday,Ideal
8374,2011-12-20,Fall,2011,Dec,13,Not,Tue,Misty,0.44,0.4394,0.54,0.1343,18,163,181,Weekday,Ideal
8375,2011-12-20,Fall,2011,Dec,14,Not,Tue,Misty,0.44,0.4394,0.58,0.1045,11,127,138,Weekday,Ideal
8376,2011-12-20,Fall,2011,Dec,15,Not,Tue,Misty,0.44,0.4394,0.54,0.0,15,139,154,Weekday,Ideal
8377,2011-12-20,Fall,2011,Dec,16,Not,Tue,Clear,0.44,0.4394,0.54,0.0,20,218,238,Weekday,Ideal
8378,2011-12-20,Fall,2011,Dec,17,Not,Tue,Clear,0.4,0.4091,0.62,0.1642,14,417,431,Weekday,Ideal
8379,2011-12-20,Fall,2011,Dec,18,Not,Tue,Clear,0.38,0.3939,0.66,0.194,26,385,411,Weekday,Too Moist
8380,2011-12-20,Fall,2011,Dec,19,Not,Tue,Clear,0.38,0.3939,0.66,0.0,6,218,224,Weekday,Too Moist
8381,2011-12-20,Fall,2011,Dec,20,Not,Tue,Clear,0.36,0.3788,0.66,0.0,3,144,147,Weekday,Too Moist
8382,2011-12-20,Fall,2011,Dec,21,Not,Tue,Clear,0.36,0.3636,0.66,0.0896,4,139,143,Weekday,Too Moist
8383,2011-12-20,Fall,2011,Dec,22,Not,Tue,Misty,0.36,0.3788,0.66,0.0,3,104,107,Weekday,Too Moist
8384,2011-12-20,Fall,2011,Dec,23,Not,Tue,Misty,0.38,0.3939,0.62,0.0,13,40,53,Weekday,Ideal
8385,2011-12-21,Winter,2011,Dec,0,Not,Wed,Misty,0.34,0.3333,0.71,0.1343,7,18,25,Weekday,Too Moist
8386,2011-12-21,Winter,2011,Dec,1,Not,Wed,Misty,0.36,0.3636,0.66,0.1045,1,10,11,Weekday,Too Moist
8387,2011-12-21,Winter,2011,Dec,2,Not,Wed,Misty,0.36,0.3788,0.71,0.0,0,4,4,Weekday,Too Moist
8388,2011-12-21,Winter,2011,Dec,3,Not,Wed,Misty,0.36,0.3788,0.71,0.0,0,2,2,Weekday,Too Moist
8389,2011-12-21,Winter,2011,Dec,4,Not,Wed,Misty,0.36,0.3788,0.71,0.0,0,2,2,Weekday,Too Moist
8390,2011-12-21,Winter,2011,Dec,5,Not,Wed,Misty,0.38,0.3939,0.82,0.1045,0,28,28,Weekday,Too Moist
8391,2011-12-21,Winter,2011,Dec,6,Not,Wed,Misty,0.36,0.3788,0.87,0.0,1,75,76,Weekday,Too Moist
8392,2011-12-21,Winter,2011,Dec,7,Not,Wed,Misty,0.36,0.3636,0.87,0.1045,5,224,229,Weekday,Too Moist
8393,2011-12-21,Winter,2011,Dec,8,Not,Wed,Light_Rain,0.36,0.3788,0.93,0.0,12,393,405,Weekday,Too Moist
8394,2011-12-21,Winter,2011,Dec,9,Not,Wed,Misty,0.4,0.4091,0.87,0.2239,14,220,234,Weekday,Too Moist
8395,2011-12-21,Winter,2011,Dec,10,Not,Wed,Misty,0.48,0.4697,0.82,0.4179,6,83,89,Weekday,Too Moist
8396,2011-12-21,Winter,2011,Dec,11,Not,Wed,Misty,0.48,0.4697,0.82,0.4179,3,53,56,Weekday,Too Moist
8397,2011-12-21,Winter,2011,Dec,12,Not,Wed,Light_Rain,0.46,0.4545,0.88,0.3881,3,58,61,Weekday,Too Moist
8398,2011-12-21,Winter,2011,Dec,13,Not,Wed,Light_Rain,0.44,0.4394,0.94,0.2985,3,55,58,Weekday,Too Moist
8399,2011-12-21,Winter,2011,Dec,14,Not,Wed,Misty,0.48,0.4697,0.88,0.3582,11,40,51,Weekday,Too Moist
8400,2011-12-21,Winter,2011,Dec,15,Not,Wed,Misty,0.48,0.4697,0.88,0.3881,4,57,61,Weekday,Too Moist
8401,2011-12-21,Winter,2011,Dec,16,Not,Wed,Light_Rain,0.44,0.4394,1.0,0.3284,6,95,101,Weekday,Too Moist
8402,2011-12-21,Winter,2011,Dec,17,Not,Wed,Light_Rain,0.44,0.4394,1.0,0.3284,3,226,229,Weekday,Too Moist
8403,2011-12-21,Winter,2011,Dec,18,Not,Wed,Misty,0.44,0.4394,1.0,0.2985,2,278,280,Weekday,Too Moist
8404,2011-12-21,Winter,2011,Dec,19,Not,Wed,Misty,0.5,0.4848,0.94,0.3284,9,200,209,Weekday,Too Moist
8405,2011-12-21,Winter,2011,Dec,20,Not,Wed,Misty,0.5,0.4848,0.94,0.3582,5,162,167,Weekday,Too Moist
8406,2011-12-21,Winter,2011,Dec,21,Not,Wed,Clear,0.5,0.4848,0.88,0.2836,9,114,123,Weekday,Too Moist
8407,2011-12-21,Winter,2011,Dec,22,Not,Wed,Clear,0.5,0.4848,0.88,0.2537,3,102,105,Weekday,Too Moist
8408,2011-12-21,Winter,2011,Dec,23,Not,Wed,Clear,0.5,0.4848,0.88,0.194,0,54,54,Weekday,Too Moist
8409,2011-12-22,Winter,2011,Dec,0,Not,Thur,Misty,0.5,0.4848,0.82,0.1045,3,24,27,Weekday,Too Moist
8410,2011-12-22,Winter,2011,Dec,1,Not,Thur,Clear,0.44,0.4394,0.94,0.0896,0,15,15,Weekday,Too Moist
8411,2011-12-22,Winter,2011,Dec,2,Not,Thur,Clear,0.48,0.4697,0.82,0.1045,1,10,11,Weekday,Too Moist
8412,2011-12-22,Winter,2011,Dec,3,Not,Thur,Clear,0.44,0.4394,0.67,0.1642,0,6,6,Weekday,Too Moist
8413,2011-12-22,Winter,2011,Dec,4,Not,Thur,Clear,0.38,0.3939,0.82,0.1343,0,3,3,Weekday,Too Moist
8414,2011-12-22,Winter,2011,Dec,5,Not,Thur,Clear,0.38,0.3939,0.82,0.0,1,15,16,Weekday,Too Moist
8415,2011-12-22,Winter,2011,Dec,6,Not,Thur,Clear,0.36,0.3788,0.87,0.0,1,63,64,Weekday,Too Moist
8416,2011-12-22,Winter,2011,Dec,7,Not,Thur,Clear,0.34,0.3636,0.93,0.0,4,182,186,Weekday,Too Moist
8417,2011-12-22,Winter,2011,Dec,8,Not,Thur,Misty,0.36,0.3788,0.87,0.0,10,333,343,Weekday,Too Moist
8418,2011-12-22,Winter,2011,Dec,9,Not,Thur,Misty,0.38,0.3939,0.87,0.0896,10,218,228,Weekday,Too Moist
8419,2011-12-22,Winter,2011,Dec,10,Not,Thur,Misty,0.4,0.4091,0.82,0.0896,13,128,141,Weekday,Too Moist
8420,2011-12-22,Winter,2011,Dec,11,Not,Thur,Misty,0.44,0.4394,0.77,0.0,10,135,145,Weekday,Too Moist
8421,2011-12-22,Winter,2011,Dec,12,Not,Thur,Misty,0.48,0.4697,0.55,0.0,22,180,202,Weekday,Ideal
8422,2011-12-22,Winter,2011,Dec,13,Not,Thur,Misty,0.46,0.4545,0.63,0.0,21,167,188,Weekday,Ideal
8423,2011-12-22,Winter,2011,Dec,14,Not,Thur,Misty,0.46,0.4545,0.63,0.0,23,136,159,Weekday,Ideal
8424,2011-12-22,Winter,2011,Dec,15,Not,Thur,Misty,0.48,0.4697,0.59,0.0,28,186,214,Weekday,Ideal
8425,2011-12-22,Winter,2011,Dec,16,Not,Thur,Misty,0.46,0.4545,0.63,0.0,30,226,256,Weekday,Ideal
8426,2011-12-22,Winter,2011,Dec,17,Not,Thur,Misty,0.44,0.4394,0.67,0.1642,24,332,356,Weekday,Too Moist
8427,2011-12-22,Winter,2011,Dec,18,Not,Thur,Misty,0.44,0.4394,0.62,0.0896,11,277,288,Weekday,Ideal
8428,2011-12-22,Winter,2011,Dec,19,Not,Thur,Misty,0.44,0.4394,0.62,0.0,12,130,142,Weekday,Ideal
8429,2011-12-22,Winter,2011,Dec,20,Not,Thur,Light_Rain,0.42,0.4242,0.71,0.0,0,33,33,Weekday,Too Moist
8430,2011-12-22,Winter,2011,Dec,21,Not,Thur,Light_Rain,0.42,0.4242,0.71,0.0,2,15,17,Weekday,Too Moist
8431,2011-12-22,Winter,2011,Dec,22,Not,Thur,Light_Rain,0.36,0.3636,0.93,0.1045,0,17,17,Weekday,Too Moist
8432,2011-12-22,Winter,2011,Dec,23,Not,Thur,Light_Rain,0.4,0.4091,0.87,0.0,1,10,11,Weekday,Too Moist
8433,2011-12-23,Winter,2011,Dec,0,Not,Fri,Light_Rain,0.4,0.4091,0.87,0.194,2,7,9,Weekday,Too Moist
8434,2011-12-23,Winter,2011,Dec,1,Not,Fri,Light_Rain,0.4,0.4091,0.87,0.194,1,11,12,Weekday,Too Moist
8435,2011-12-23,Winter,2011,Dec,2,Not,Fri,Light_Rain,0.38,0.3939,0.94,0.1343,1,12,13,Weekday,Too Moist
8436,2011-12-23,Winter,2011,Dec,3,Not,Fri,Light_Rain,0.38,0.3939,0.94,0.1343,0,4,4,Weekday,Too Moist
8437,2011-12-23,Winter,2011,Dec,4,Not,Fri,Light_Rain,0.38,0.3939,0.94,0.2836,0,2,2,Weekday,Too Moist
8438,2011-12-23,Winter,2011,Dec,5,Not,Fri,Clear,0.36,0.3485,0.93,0.194,0,8,8,Weekday,Too Moist
8439,2011-12-23,Winter,2011,Dec,6,Not,Fri,Clear,0.38,0.3939,0.82,0.2537,0,40,40,Weekday,Too Moist
8440,2011-12-23,Winter,2011,Dec,7,Not,Fri,Clear,0.38,0.3939,0.82,0.2239,4,88,92,Weekday,Too Moist
8441,2011-12-23,Winter,2011,Dec,8,Not,Fri,Clear,0.4,0.4091,0.76,0.2537,9,173,182,Weekday,Too Moist
8442,2011-12-23,Winter,2011,Dec,9,Not,Fri,Clear,0.4,0.4091,0.66,0.2985,4,152,156,Weekday,Too Moist
8443,2011-12-23,Winter,2011,Dec,10,Not,Fri,Clear,0.4,0.4091,0.62,0.3582,8,96,104,Weekday,Ideal
8444,2011-12-23,Winter,2011,Dec,11,Not,Fri,Clear,0.4,0.4091,0.58,0.4478,26,148,174,Weekday,Ideal
8445,2011-12-23,Winter,2011,Dec,12,Not,Fri,Clear,0.4,0.4091,0.54,0.5224,14,156,170,Weekday,Ideal
8446,2011-12-23,Winter,2011,Dec,13,Not,Fri,Clear,0.4,0.4091,0.5,0.4627,17,177,194,Weekday,Ideal
8447,2011-12-23,Winter,2011,Dec,14,Not,Fri,Clear,0.4,0.4091,0.54,0.4179,23,177,200,Weekday,Ideal
8448,2011-12-23,Winter,2011,Dec,15,Not,Fri,Clear,0.38,0.3939,0.54,0.3582,12,191,203,Weekday,Ideal
8449,2011-12-23,Winter,2011,Dec,16,Not,Fri,Clear,0.38,0.3939,0.5,0.2985,15,166,181,Weekday,Ideal
8450,2011-12-23,Winter,2011,Dec,17,Not,Fri,Clear,0.36,0.3485,0.53,0.2239,11,129,140,Weekday,Ideal
8451,2011-12-23,Winter,2011,Dec,18,Not,Fri,Clear,0.36,0.3333,0.5,0.2537,4,91,95,Weekday,Ideal
8452,2011-12-23,Winter,2011,Dec,19,Not,Fri,Clear,0.34,0.3333,0.53,0.194,1,75,76,Weekday,Ideal
8453,2011-12-23,Winter,2011,Dec,20,Not,Fri,Clear,0.32,0.303,0.61,0.3284,3,47,50,Weekday,Ideal
8454,2011-12-23,Winter,2011,Dec,21,Not,Fri,Clear,0.32,0.303,0.61,0.2239,0,32,32,Weekday,Ideal
8455,2011-12-23,Winter,2011,Dec,22,Not,Fri,Clear,0.32,0.3182,0.66,0.194,4,43,47,Weekday,Too Moist
